site_code,site_name,start_url
kotra,대한무역투자진흥공사,https://www.kotra.or.kr/subList/20000005958?tabid=1092
ripc,지역지식재산센터,https://pms.ripc.org/www/portal/notice/boardList.do?boardCategoryCode=BD40000
btp,부산테크노파크,https://www.btp.or.kr/kor/CMS/Board/Board.do?mCode=MN013
itp,인천테크노파크,https://itp.or.kr/intro.asp?tmid=13
ttp,한국테크노파크진흥회,http://www.technopark.kr/businessboard
    gbtp,경북테크노파크 - 사업공고,https://www.gbtp.or.kr/user/board.do?bbsId=BBSMSTR_000000000021
gtp,(재)경기테크노파크,https://pms.gtp.or.kr/web/business/webBusinessList.do
    seoultp,(재)서울테크노파크,https://www.seoultp.or.kr/user/nd19746.do
    sjtp,(재)세종테크노파크,https://sjtp.or.kr/bbs/board.php?bo_table=business01
kita,한국무역협회,https://www.kita.net/asocBiz/asocBiz/asocBizOngoingList.do
busanit,부산정보산업진흥원,http://www.busanit.or.kr/board/list.asp?bcode=notice
jbba,전북특별자치도경제통상진흥원,https://www.jbba.kr/bbs/board.php?bo_table=sub01_09
snipBottom,성남산업진흥원,https://www.snip.or.kr/SNIP/contents/Business1.do
jbtp,전북테크노파크,https://www.jbtp.or.kr/board/list.jbtp?boardId=BBS_0000006&menuCd=DOM_000000102001000000&contentsSid=9&cpath=
dip,대구디지털혁신진흥원,https://www.dip.or.kr/home/notice/businessbbs/boardList.ubs?fboardcd=business
gwbaInfo,강원특별자치도경제진흥원,https://www.gwep.or.kr/bbs/board.php?bo_table=gw_sub21
djbaInfo,대전일자리경제진흥원,https://www.djbea.or.kr/pms/an/an_0101/list?
gitp,광주테크노파크,https://www.gjtp.or.kr/home/business.cs
kocca,한국콘텐츠진흥원,https://www.kocca.kr/kocca/pims/list.do?menuNo=204104
ctp,충남테크노파크,https://ctp.or.kr/business/data.do
debc,장애인기업종합지원센터,https://www.debc.or.kr/bbs/board.php?bo_table=s2_2
nipa,정보통신산업진흥원,https://www.nipa.kr/
bizbc,부천산업진흥원,https://bizbc.or.kr/kor/contents/BC0101010000.do
dipa,용인시산업진흥원,http://dipa.or.kr/information/businessnotice/
pms,한국방송통신전파진흥원 사업관리시스템,https://pms.kca.kr:4433/board/boardList.do?sysType=KCA&bbsTc=BBS0001
gitct,광주정보문화산업진흥원,https://www.gicon.or.kr/board.es?mid=a10204000000&bid=0003
cba,충청북도기업진흥원,https://www.cba.ne.kr/home/sub.php?menukey=172
kiat,KIAT 한국산업기술진흥원,https://www.kiat.or.kr/front/board/boardContentsListPage.do?board_id=90&MenuId=b159c9dac684471b87256f1e25404f5e
ptp,포항테크노파크,https://www.ptp.or.kr/main/board/index.do?menu_idx=113&manage_idx=2
jcia,전남정보문화산업진흥원,https://jcia.or.kr/cf/information/notice/business.do
daejeontp,대전테크노파크,https://www.djtp.or.kr/pbanc?mid=a20101000000
cceiSeoul,서울창조경제혁신센터,https://ccei.creativekorea.or.kr/seoul/allim/allim
fact,한국농업기술진흥원,https://www.koat.or.kr/board/business/list.do
keiti,한국환경산업기술원,https://www.keiti.re.kr/site/keiti/ex/board/List.do?cbIdx=277&searchExt1=24000100
kosmes,중소벤처기업진흥공단,https://www.kosmes.or.kr/nsh/SH/NTS/SHNTS001M0.do
cceiJeonbuk,전북창조경제혁신센터,https://ccei.creativekorea.or.kr/jeonbuk/custom/notice_list.do?&page=1
cceiGangwon,강원창조경제혁신센터,https://ccei.creativekorea.or.kr/gangwon/custom/notice_list.do?
    gimc,강원정보문화산업진흥원,https://www.gica.or.kr/Home/H40000/H40100/boardList
    jejutp,제주테크노파크,https://www.jejutp.or.kr/board/business
    cbtp,충북테크노파크,https://www.cbtp.or.kr/index.php?control=bbs&board_id=saup_notice&lm_uid=387
    cceiBusan,부산창조경제혁신센터,https://ccei.creativekorea.or.kr/busan/custom/notice_list.do?
gdtp,경기대진테크노파크,https://www.gdtp.or.kr/board/notice
    innopolis,연구개발특구진흥재단,https://www.innopolis.or.kr/newBusiness?menuId=MENU01028
    geri,구미전자정보기술원,https://geri.re.kr/html/board_list.asp?board_id=business
    cceiJeonnam,전남창조경제혁신센터,https://ccei.creativekorea.or.kr/jeonnam/custom/notice_list.do?
    kisa,한국인터넷진흥원,https://www.kisa.or.kr/401
semas,소상공인시장진흥공단 - 지원사업,https://www.semas.or.kr/web/board/webBoardList.kmdc?bCd=2001&pNm=BOA0121
    gcon,경기콘텐츠진흥원,https://www.gcon.or.kr/gcon/business/gconNotice/list.do?menuNo=200061
cceiSejong,세종창조경제혁신센터,https://ccei.creativekorea.or.kr/sejong/custom/notice_list.do?
sjria,세종지역산업진흥원,https://sj.riia.or.kr/board/businessAnnouncement
jejufc,제주영상 문화산업진흥원,https://jejufc.onlinekoreahrd.kr/studyCenter/bbs.php?boardCode=1
jif,(재)전북바이오융합산업진흥원,https://www.jif.re.kr/board/list.do?boardUUID=53473d307cb77a53017cb7e09b8e0003&menuUUID=53473d307cb7118c017cb71940970029
wmit,원주의료기기테크노밸리,http://wmit.or.kr/announce/businessAnnounceList.do
ctia,충남정보문화산업진흥원,https://www.ctia.kr/home/board/brdList.do?menu_cd=000166
gdc,광주디자인진흥원,https://www.gdc.or.kr/board.do?S=S01&M=0401000000&b_code=0001
ayventure,안양산업진흥원,https://www.ayventure.net/bbs/board.do?id=382&menuId=855#1




htdream,보건의료기술종합정보시스템,https://www.htdream.kr/main/pubAmt/PubAmtList.do?searchCondition=
    kidp,한국디자인진흥원,https://kidp.or.kr/?menuno=1202
kicox,한국산업단지공단,https://www.kicox.or.kr/user/bbs/BD_selectBbsList.do?q_bbsCode=1016
    cceiGyeongbuk,경북창조경제혁신센터,https://ccei.creativekorea.or.kr/gyeongbuk/custom/notice_list.do?      ccei
kitech,한국생산기술연구원,https://www.kitech.re.kr/research/page1-1.php
    cceiGwangju,광주창조경제혁신센터,https://ccei.creativekorea.or.kr/gwangju/custom/notice_list.do?
uepa,울산경제일자리진흥원,https://www.ubpi.or.kr/sub/?mcode=0403010000
    cceiChungnam,충남창조경제혁신센터,https://ccei.creativekorea.or.kr/chungnam/custom/notice_list.do?&sPtime=all&page=1
kimst,해양수산과학기술진흥원,https://www.kimst.re.kr/u/news/inform_01/pjtAnuc.do
atcenter,한국농수산식품유통공사,https://www.at.or.kr/article/apko364000/list.action
    cceiUlsan,울산창조경제혁신센터,https://ccei.creativekorea.or.kr/ulsan/custom/notice_list.do?
gipa,고양산업진흥원,https://www.gipa.or.kr/apply/01.php?cate=1
jica,전주정보문화산업진흥원,https://www.jica.or.kr/2025/inner.php?sMenu=A1000
smc,재단법인서울경제진흥원 글로벌마케팅센터,https://smc.sba.kr/Pages/Information/Notice.aspx
    cceiIncheon,인천창조경제혁신센터,https://ccei.creativekorea.or.kr/incheon/custom/notice_list.do?
    cceiDaejeon,대전창조경제혁신센터,https://ccei.creativekorea.or.kr/daejeon/custom/notice_list.do?&sPtime=all&page=1
    dicia,대전정보문화산업진흥원,https://www.dicia.or.kr/sub.do;jsessionid=2A64958CBD7EF4D3110AFE9D2BF94252.tomcat?menuIdx=MENU_000000000000055
cbf,(재)춘천바이오산업진흥원,http://www.cbf.or.kr/twb_bbs/bbs_list.php?bcd=01_05_01_00_00
kiria,한국로봇산업진흥원,https://kiria.org/portal/info/portalInfoNotiList.do;jsessionid=520472C1F39076F8FF64859FDA134332
gsif,강릉과학산업진흥원,https://mybiz.gsipa.or.kr/gsipa/bbs_list.do?code=sub03a&keyvalue=sub03
djbaAnnc,대전일자리경제진흥원 - 유관기관,https://www.djbea.or.kr/pms/st/st_0205/list
    cceiGyeongnam,경남창조경제혁신센터,https://ccei.creativekorea.or.kr/gyeongnam/allim/allim_list.do?div_code=1


gimb,환동해산업연구원,http://mire.re.kr/sub4_4.php?PHPSESSID=e90e1c5af211a879b62c46091ad71dce
    cceiChungbuk,충북창조경제혁신센터,https://ccei.creativekorea.or.kr/chungbuk/custom/notice_list.do?
    gepaGwangju,광주광역시 기업지원시스템,http://203.251.57.106:82/jwsys_site/gepa/main.html    숫자주소
